,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
1044799,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,BST1,6.53,,19915576
1044800,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,CNTNAP2,6.53,,25475535
1044801,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,COL19A1,6.53,,25475535
1044802,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,CP,6.53,,19159062|25758665
1044803,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,CYP2D6,6.53,,14991823|15174030
1044804,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,CYP2E1,6.53,,16510128
1044805,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,DDC,6.53,,11445284|2969953
1044806,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,DDIT4,6.53,,17005863
1044807,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,DNM1L,6.53,,28215578
1044808,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,DRAXIN,6.53,,25475535
1044809,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,DRD2,6.53,,8558425
1044810,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,EDN1,6.53,,19276553
1044811,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,ENO2,6.53,,30236862
1044812,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,FBP1,6.53,,18353766
1044813,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,FGB,6.53,,23233872
1044814,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,GAK,6.53,,20711177
1044815,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,GBA1,6.53,,20947659|25064009
1044816,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,GDNF,6.53,,11031079|16324109
1044817,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,GPX1,6.53,,15824117
1044818,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,GSTA4,6.53,,16510128
1044819,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,GSTM1,6.53,,17449559
1044820,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,GSTP1,6.53,,17190945|23721876
1044821,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,HLA-DRB5,6.53,,27713094
1044822,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,HMOX1,6.53,,21318773
1044823,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,HSPA1A,6.53,,15585408
1044824,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,HSPA9,6.53,,16565515
1044825,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,IGF1R,6.53,,19276553
1044826,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,IGF2,6.53,,19276553
1044827,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,IGF2R,6.53,,19276553
1044828,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,IL6,6.53,,21318773
1044829,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,INSR,6.53,,19276553
1044830,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,KCNJ4,6.53,,18619942
1044831,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,LRRK2,6.53,,17388990|19915575|19915576|20205471|22043175|23017109|23472874|23628791|25149416|25475535|25631236
1044832,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,MAOA,6.53,,17449559
1044833,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,MAOB,6.53,,21318773
1044834,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,MAP2,6.53,,30236862
1044835,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,MAP3K5,6.53,,21815648
1044836,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,MAPT,6.53,,19915575|20711177
1044837,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,MTA1,6.53,,27044752
1044838,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,MTHFR,6.53,,30726997
1044839,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,NCAPG2,6.53,,25475535
1044840,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,NECTIN2,6.53,,25475535
1044841,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,NGF,6.53,,19276553
1044842,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,NQO1,6.53,,17188257
1044843,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,PINK1,6.53,,17010972|21366594|22043175|24374061|25149416|30734931
1044844,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,PPARGC1A,6.53,,30236862
1044845,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,PRKN,6.53,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
1044846,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,RPL23A,6.53,,18353766
1044847,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,RPL6,6.53,,18353766
1044848,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,SLC18A2,6.53,,16112329|34774656
1044849,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,SLC2A14,6.53,,25475535
1044850,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,SLC30A10,6.53,,25149416
1044851,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,SOD1,6.53,,15824117|16353238|21318773
1044852,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,SOD2,6.53,,17188257|18353766|25279756
1044853,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,TALDO1,6.53,,23233872
1044854,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,TH,6.53,,30236862
1044855,Aflatoxin B1,D016604,1162-65-8,Parkinson Disease,MESH:D010300,,TNF,6.53,,21318773
1049788,"aflatoxin B1-2,3-oxide",C006426,42583-46-0,Parkinson Disease,MESH:D010300,,CYP2E1,15.36,,16510128
1049789,"aflatoxin B1-2,3-oxide",C006426,42583-46-0,Parkinson Disease,MESH:D010300,,GSTA4,15.36,,16510128
1049790,"aflatoxin B1-2,3-oxide",C006426,42583-46-0,Parkinson Disease,MESH:D010300,,GSTM1,15.36,,17449559
1049791,"aflatoxin B1-2,3-oxide",C006426,42583-46-0,Parkinson Disease,MESH:D010300,,GSTP1,15.36,,17190945|23721876
1049865,aflatoxin B1-bovine serum albumin,C052669,,Parkinson Disease,MESH:D010300,,GSTM1,4.67,,17449559
1049961,aflatoxin B1-DNA adduct,C072611,,Parkinson Disease,MESH:D010300,,GSTM1,4.21,,17449559
1053969,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,ADARB2,6.54,,25475535
1053970,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,CNTNAP2,6.54,,25475535
1053971,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,DNM1L,6.54,,28215578
1053972,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,FBP1,6.54,,18353766
1053973,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,GAK,6.54,,20711177
1053974,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,GFAP,6.54,,19276553
1053975,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,IGF2R,6.54,,19276553
1053976,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,IL6,6.54,,21318773
1053977,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,INSR,6.54,,19276553
1053978,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,LRRK2,6.54,,17388990|19915575|19915576|20205471|22043175|23017109|23472874|23628791|25149416|25475535|25631236
1053979,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,MAPT,6.54,,19915575|20711177
1053980,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,MTA1,6.54,,27044752
1053981,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,NOS1,6.54,,26383258
1053982,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,PPARGC1A,6.54,,30236862
1053983,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,PRKN,6.54,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
1053984,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,SLC18A2,6.54,,16112329|34774656
1053985,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,SLC2A14,6.54,,25475535
1053986,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,TH,6.54,,30236862
1053987,aflatoxin B2,C029753,22040-96-6,Parkinson Disease,MESH:D010300,,TNF,6.54,,21318773
1056123,aflatoxin G1,C027955,1165-39-5,Parkinson Disease,MESH:D010300,,HMOX1,10.61,,21318773
1056124,aflatoxin G1,C027955,1165-39-5,Parkinson Disease,MESH:D010300,,IL6,10.61,,21318773
1056125,aflatoxin G1,C027955,1165-39-5,Parkinson Disease,MESH:D010300,,SOD2,10.61,,17188257|18353766|25279756
1056126,aflatoxin G1,C027955,1165-39-5,Parkinson Disease,MESH:D010300,,TNF,10.61,,21318773
1057223,Aflatoxin M1,D016607,6795-23-9,Parkinson Disease,MESH:D010300,,CNTNAP2,3.62,,25475535
1057571,Aflatoxins,D000348,,Parkinson Disease,MESH:D010300,,GSTM1,3.79,,17449559
1058721,afuresertib,C000593263,,Parkinson Disease,MESH:D010300,,INSR,3.27,,19276553
1058722,afuresertib,C000593263,,Parkinson Disease,MESH:D010300,,MTHFR,3.27,,30726997
1058723,afuresertib,C000593263,,Parkinson Disease,MESH:D010300,,PINK1,3.27,,17010972|21366594|22043175|24374061|25149416|30734931
1058724,afuresertib,C000593263,,Parkinson Disease,MESH:D010300,,TNF,3.27,,21318773
1059652,AG 127,C069028,118409-62-4,Parkinson Disease,MESH:D010300,,TNF,3.06,,21318773
1062212,AG 1879,C412373,,Parkinson Disease,MESH:D010300,,HMOX1,11.43,,21318773
1062213,AG 1879,C412373,,Parkinson Disease,MESH:D010300,,IGF1R,11.43,,19276553
1062214,AG 1879,C412373,,Parkinson Disease,MESH:D010300,,MAP3K5,11.43,,21815648
1062215,AG 1879,C412373,,Parkinson Disease,MESH:D010300,,MAPT,11.43,,19915575|20711177
1062216,AG 1879,C412373,,Parkinson Disease,MESH:D010300,,NGF,11.43,,19276553
1062217,AG 1879,C412373,,Parkinson Disease,MESH:D010300,,TNF,11.43,,21318773
1062975,AG 538,C419770,,Parkinson Disease,MESH:D010300,,IGF1R,4.86,,19276553
1063219,AG-879,C081020,,Parkinson Disease,MESH:D010300,,IL6,7.96,,21318773
1063220,AG-879,C081020,,Parkinson Disease,MESH:D010300,,NQO1,7.96,,17188257
1063795,agathisflavone,C079168,28441-98-7,Parkinson Disease,MESH:D010300,,BDNF,19.78,,19276553
1063796,agathisflavone,C079168,28441-98-7,Parkinson Disease,MESH:D010300,,GDNF,19.78,,11031079|16324109
1063797,agathisflavone,C079168,28441-98-7,Parkinson Disease,MESH:D010300,,IL6,19.78,,21318773
1063798,agathisflavone,C079168,28441-98-7,Parkinson Disease,MESH:D010300,,NGF,19.78,,19276553
1063799,agathisflavone,C079168,28441-98-7,Parkinson Disease,MESH:D010300,,TNF,19.78,,21318773
1064177,Agent Orange,D000075182,39277-47-9,Parkinson Disease,MESH:D010300,,IGF2,3.97,,19276553
1064620,Agglutinins,D000373,,Parkinson Disease,MESH:D010300,,IL6,8.07,,21318773
1064621,Agglutinins,D000373,,Parkinson Disease,MESH:D010300,,TNF,8.07,,21318773
1065628,Agmatine,D000376,306-60-5,Parkinson Disease,MESH:D010300,,BDNF,22.58,,19276553
1065629,Agmatine,D000376,306-60-5,Parkinson Disease,MESH:D010300,,EDN1,22.58,,19276553
1065630,Agmatine,D000376,306-60-5,Parkinson Disease,MESH:D010300,,GFAP,22.58,,19276553
1065631,Agmatine,D000376,306-60-5,Parkinson Disease,MESH:D010300,,IL6,22.58,,21318773
1065632,Agmatine,D000376,306-60-5,Parkinson Disease,MESH:D010300,,MAPT,22.58,,19915575|20711177
1065633,Agmatine,D000376,306-60-5,Parkinson Disease,MESH:D010300,,TH,22.58,,30236862
1065634,Agmatine,D000376,306-60-5,Parkinson Disease,MESH:D010300,,TNF,22.58,,21318773
1066224,AGN 193109,C096920,,Parkinson Disease,MESH:D010300,,HMOX1,2.72,,21318773
1067403,AGN 194204,C430898,,Parkinson Disease,MESH:D010300,,INS,3.38,,19276553
1067404,AGN 194204,C430898,,Parkinson Disease,MESH:D010300,,PPARGC1A,3.38,,30236862
1068391,agomelatine,C084711,,Parkinson Disease,MESH:D010300,,AIF1,10.3,,19276553
1068392,agomelatine,C084711,,Parkinson Disease,MESH:D010300,,BDNF,10.3,,19276553
1068393,agomelatine,C084711,,Parkinson Disease,MESH:D010300,,GFAP,10.3,,19276553
1068394,agomelatine,C084711,,Parkinson Disease,MESH:D010300,,MAP2,10.3,,30236862
1068807,agrimoniin,C052420,82203-01-8,Parkinson Disease,MESH:D010300,,TNF,3.7,,21318773
1069233,AH 13205,C081039,148436-63-9,Parkinson Disease,MESH:D010300,,TNF,4.24,,21318773
1070100,AH 23848,C046926,81443-73-4,Parkinson Disease,MESH:D010300,,TNF,2.53,,21318773
1072412,AICA ribonucleotide,C031143,3031-94-5,Parkinson Disease,MESH:D010300,,IL6,9.51,,21318773
1072413,AICA ribonucleotide,C031143,3031-94-5,Parkinson Disease,MESH:D010300,,INSR,9.51,,19276553
1072414,AICA ribonucleotide,C031143,3031-94-5,Parkinson Disease,MESH:D010300,,PPARGC1A,9.51,,30236862
1072415,AICA ribonucleotide,C031143,3031-94-5,Parkinson Disease,MESH:D010300,,SOD2,9.51,,17188257|18353766|25279756
1072416,AICA ribonucleotide,C031143,3031-94-5,Parkinson Disease,MESH:D010300,,TNF,9.51,,21318773
1088470,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,marker/mechanism,,,,27640071|31964412
1088471,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,ADARB2,13.93,,25475535
1088472,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,AIF1,13.93,,19276553
1088473,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,ALDH2,13.93,,24491970
1088474,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,ATP13A2,13.93,,23628791|25149416
1088475,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,BAG5,13.93,,28348719
1088476,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,BDNF,13.93,,19276553
1088477,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,BST1,13.93,,19915576
1088478,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,CP,13.93,,19159062|25758665
1088479,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,CYP2D6,13.93,,14991823|15174030
1088480,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,CYP2E1,13.93,,16510128
1088481,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,DDC,13.93,,11445284|2969953
1088482,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,DDIT4,13.93,,17005863
1088483,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,DNM1L,13.93,,28215578
1088484,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,EDN1,13.93,,19276553
1088485,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,ENO2,13.93,,30236862
1088486,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,FBP1,13.93,,18353766
1088487,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,FCER2,13.93,,25475535
1088488,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,FGB,13.93,,23233872
1088489,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,GAK,13.93,,20711177
1088490,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,GDNF,13.93,,11031079|16324109
1088491,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,GFAP,13.93,,19276553
1088492,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,GPX1,13.93,,15824117
1088493,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,GSTA4,13.93,,16510128
1088494,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,GSTM1,13.93,,17449559
1088495,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,GSTP1,13.93,,17190945|23721876
1088496,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,HFE,13.93,,16824219
1088497,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,HMOX1,13.93,,21318773
1088498,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,HSPA1A,13.93,,15585408
1088499,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,HSPA9,13.93,,16565515
1088500,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,IGF1R,13.93,,19276553
1088501,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,IGF2,13.93,,19276553
1088502,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,IL6,13.93,,21318773
1088503,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,LRRK2,13.93,,17388990|19915575|19915576|20205471|22043175|23017109|23472874|23628791|25149416|25475535|25631236
1088504,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,MAOA,13.93,,17449559
1088505,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,MAOB,13.93,,21318773
1088506,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,MAP2,13.93,,30236862
1088507,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,MAPT,13.93,,19915575|20711177
1088508,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,MTA1,13.93,,27044752
1088509,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,MTHFR,13.93,,30726997
1088510,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,NCAPG2,13.93,,25475535
1088511,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,NECTIN2,13.93,,25475535
1088512,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,NOS1,13.93,,26383258
1088513,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,NQO1,13.93,,17188257
1088514,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,PINK1,13.93,,17010972|21366594|22043175|24374061|25149416|30734931
1088515,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,PPARGC1A,13.93,,30236862
1088516,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,PRKN,13.93,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
1088517,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,RPL6,13.93,,18353766
1088518,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,SLC18A2,13.93,,16112329|34774656
1088519,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,SLC2A14,13.93,,25475535
1088520,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,SLC6A3,13.93,,16112329|16963468|19590691|9763484
1088521,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,SNCA,13.93,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
1088522,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,SOD1,13.93,,15824117|16353238|21318773
1088523,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,SOD2,13.93,,17188257|18353766|25279756
1088524,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,TH,13.93,,30236862
1088525,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,TMEM230,13.93,,27270108
1088526,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,TNF,13.93,,21318773
1088527,Air Pollutants,D000393,,Parkinson Disease,MESH:D010300,,VPS35,13.93,,25149416
1095886,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,DRD2,16.36,,8558425
1095887,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,GFAP,16.36,,19276553
1095888,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,GPX1,16.36,,15824117
1095889,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,GSTM1,16.36,,17449559
1095890,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,GSTP1,16.36,,17190945|23721876
1095891,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,HMOX1,16.36,,21318773
1095892,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,HSPA1A,16.36,,15585408
1095893,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,HSPA9,16.36,,16565515
1095894,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,IGF1R,16.36,,19276553
1095895,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,IL6,16.36,,21318773
1095896,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,LRRK2,16.36,,17388990|19915575|19915576|20205471|22043175|23017109|23472874|23628791|25149416|25475535|25631236
1095897,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,NQO1,16.36,,17188257
1095898,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,PARK7,16.36,,15784737|17010972|20423725|20800516|22043175|22898350|23037695|23792957|25149416
1095899,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,SLC18A2,16.36,,16112329|34774656
1095900,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,SOD2,16.36,,17188257|18353766|25279756
1095901,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,TH,16.36,,30236862
1095902,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,TNF,16.36,,21318773
1095903,"Air Pollutants, Occupational",D000395,,Parkinson Disease,MESH:D010300,,VPS35,16.36,,25149416
1097218,ajoene,C048980,92285-01-3,Parkinson Disease,MESH:D010300,,TNF,3.02,,21318773
1098025,AK-1 compound,C000608812,,Parkinson Disease,MESH:D010300,,HMOX1,20.11,,21318773
1098026,AK-1 compound,C000608812,,Parkinson Disease,MESH:D010300,,IL6,20.11,,21318773
1098027,AK-1 compound,C000608812,,Parkinson Disease,MESH:D010300,,NQO1,20.11,,17188257
1098028,AK-1 compound,C000608812,,Parkinson Disease,MESH:D010300,,SOD2,20.11,,17188257|18353766|25279756
1098029,AK-1 compound,C000608812,,Parkinson Disease,MESH:D010300,,TNF,20.11,,21318773
1098564,AL 8810,C121227,,Parkinson Disease,MESH:D010300,,HMOX1,7.24,,21318773
1098565,AL 8810,C121227,,Parkinson Disease,MESH:D010300,,NQO1,7.24,,17188257
1099962,alachlor,C000188,15972-60-8,Parkinson Disease,MESH:D010300,,ABCB1,4.42,,20558393
